ID	Invasion	Fractional Area	K14 Sum Peripheral Pixels	K14 Sum Central Pixels	K14 Total Sum	K14 Mean
0	3.7062436098862106	0.13102624141	0.0020122706586514012	0.011827637561342426	0.013839908219993828	0.10562699556265757
1	1.6420321087975849	0.101285053203	0.0034663795688969446	0.045117824729093585	0.048584204297990534	0.47967792642100104
2	1.4363012283703074	0.237369070051	0.0013804871316737736	0.0285024623904095	0.029882949522083275	0.12589234779267774
3	1.7923710821947514	0.21528278098	0.001377707977449459	0.018567203372149125	0.019944911349598585	0.09264517700311345
4	0.0830746284751676	0.0462452892928	0.0012203339549076114	0.01232762180465181	0.013547955759559421	0.29295861193060124
5	0.9946382883994929	0.0598439924629	0.00047205686752643865	0.006929042732144953	0.007401099599671392	0.12367322591759831
6	1.6144502758367911	0.164797162492	0.0016354358191957785	0.012876011688204432	0.01451144750740021	0.08805641606925256
7	0.7162408962372289	0.273016653735	0.0014288846219046253	0.043693284063791776	0.0451221686856964	0.1652725871054071
8	0.40318086281605026	0.279858263135	0.00117902425878354	0.048090112513637685	0.04926913677242123	0.17605031997476486
9	1.9051966019996023	0.184537796497	0.0007060247064908873	0.010350825433254659	0.011056850139745545	0.05991645261624381
10	1.7210016941915178	0.273890905564	0.0015180702074667153	0.0327471301089711	0.034265200316437816	0.12510528688733333
11	0.1575873372337453	0.0111602194635	4.194268041954091e-05	0.0001291070629094023	0.0001710497433289432	0.015326736529496962
12	1.298539698419132	0.0367642983817	0.00017667868521826819	0.0008640289966574083	0.0010407076818756765	0.02830756270852038
13	1.9819654495228962	0.0767429616493	0.0008077178443977902	0.004644651309869991	0.005452369154267781	0.07104715581845664
14	1.0457075534581095	0.0873469020173	0.001022337553953082	0.011678723251659343	0.012701060805612424	0.14540940219148402
15	0.8595688932662788	0.0844865329195	0.0003629988350915627	0.004415149677694177	0.0047781485127857395	0.05655514965132645
16	1.15434191819177	0.0311640988694	0.0003918471622743533	0.00333877754160853	0.003730624703882883	0.11970905109476325
17	0.553644358091473	0.174145837952	0.0010095746345534446	0.04034618807620587	0.041355762710759324	0.23747775541001298
