Invasion	K14 Sum Peripheral Pixels	K14 Sum Central Pixels	K14 Total Sum	K14 Mean
0.10844766994115962	0.0009671701200985825	0.006321407691873025	0.007288577811971607	0.263973902780873
0.03594063736080119	0.000248876928292931	0.0007717328230338911	0.001020609751326822	0.16309870344683872
0.17499530684028028	0.0009556052525199839	0.004234895853708364	0.005190501106228348	0.4198000984347123
0.03271706741196779	0.00035724492634562136	0.0015199365603035717	0.001877181486649193	0.16670249274732962
0.5641018625674487	0.00039816885521665993	0.002931977823272958	0.0033301466784896178	0.11516850343395624
0.5640468687485838	0.0003972506204876098	0.002883987833661507	0.003281238454149117	0.113414585478374
0.42955046101192257	0.00015787660663910876	0.0005865400915409392	0.0007444166981800479	0.09271616843458695
0.4067600521476457	0.0008644011805564612	0.004286884782731536	0.005151285963287997	0.2756416322691734
0.27182107739251044	0.0020798940281055896	0.01181953373235794	0.01389942776046353	0.4156898493957427
0.049858871925825166	0.000399486440552723	0.0020206407213738966	0.0024201271619266195	0.16941476944785966
0.028906142416820806	0.0008378511568670918	0.0026794442560886026	0.0035172954129556945	0.39459751880856486
1.1485522257841911	0.0018910799744415612	0.015159014891702636	0.017050094866144196	0.17800839655424747
0.04234834127300429	0.0010755788682132131	0.004889708599023737	0.00596528746723695	0.3476387470611983
0.2618315915678787	0.00016906657364785862	0.0006199442756486323	0.0007890108492964909	0.06659375204212539
0.27770125008722485	0.0013281993688630408	0.010305720548028566	0.011633919916891607	0.3309905017626113
0.04914558026809386	0.001238247682136477	0.008275720895762428	0.009513968577898905	0.4375989014009886
0.11900479518123999	0.0004392720843602349	0.0024966965283120565	0.002935968612672291	0.17416493021142046
0.6349602316336649	0.001047007641451615	0.0055642796910384635	0.006611287332490078	0.16938262943393284
0.14398059535711147	0.0007373044540361035	0.0031858371258057646	0.003923141579841868	0.2648923398350406
3.408828481794858	0.0032811949874163807	0.01873425960940794	0.02201545459682432	0.23250355942208614
0.06454137962654981	0.0003197684527147148	0.001602773286215395	0.0019225417389301099	0.13544962911710634
0.16698268202449534	0.00031979290275187884	0.0015653429959880205	0.0018851358987398994	0.16135377246065932
0.3466329242318508	0.000438008832440092	0.0021695332976906126	0.0026075421301307044	0.14719953133183192
0.4284391453325138	0.0006185940902630172	0.0023239461490648134	0.0029425402393278306	0.14926435275238115
0.6295631968939672	0.0003189480181343209	0.0012284758172832423	0.001547423835417563	0.1261570797979194
0.8795589148737698	0.0009508048952234407	0.005465433624125775	0.006416238519349216	0.17528991686761383
0.5813751710832609	0.0025936762423878885	0.015662346073432698	0.018256022315820585	0.3629530669678314
0.12564703036540728	0.0008695356883609129	0.004601659994523191	0.005471195682884105	0.24175891980399358
0.1892908265012228	0.0005192535892654557	0.0029180032686983016	0.0034372568579637574	0.19973226872264083
0.3149022151947751	0.0011393662985034404	0.005371493864670674	0.006510860163174115	0.15877549857663104
0.22825899294576862	0.0015956148586679184	0.0064237120807090296	0.008019326939376948	0.34080309781639273
0.4359724239501445	0.000513782214282299	0.0018453095048704474	0.0023590917191527463	0.11639992064641005
0.18929469298530915	0.00048001399628794104	0.002304818069990133	0.0027848320662780743	0.0914854187276968
0.06137949903105991	0.0004219641747188789	0.003040332237971668	0.0034622964126905472	0.19303596298509362
0.1367762557927372	0.0001518428808011788	0.000787296630024211	0.0009391395108253898	0.06258271012218015
1.2635650342244287	0.0007981904799161961	0.0033716220915322457	0.004169812571448442	0.1351325201072504
0.1041348073916778	8.473024545663977e-05	0.0002473257092684114	0.0003320559547250512	0.05206141107469381
0.19341481523484944	0.0004365472635518406	0.0020422192375065744	0.002478766501058415	0.11085411176677126
0.06537917245371953	0.0002635143505418128	0.0012740941532897797	0.0015376085038315925	0.1306012725772863
0.3781695231528772	0.0002493903790733762	0.00174253784865753	0.001991928227730906	0.11902919382763247
0.10368914626269223	0.0006536961936182143	0.00558054711576495	0.006234243309383164	0.24319024191219524
0.6354171203590087	0.0012910977958019829	0.00866716055741738	0.009958258353219363	0.2517018630043112
0.14793262883257502	0.0007341694159375122	0.0035598221775963767	0.004293991593533889	0.23156241576128359
0.192120923111397	0.0004552325252867718	0.002401672817209349	0.0028569053424961207	0.1397587095025078
0.029633977637944352	0.0004931735496237954	0.003011943028153403	0.003505116577777198	0.18960150949385227
0.7407272287034715	0.0021745998887251644	0.015991894541013036	0.018166494429738198	0.22977645990182594
0.27357513515957654	0.000621131460786487	0.0032197574773646987	0.003840888938151186	0.146584179357022
0.05211435615128665	0.0003169159483789082	0.0016653273479642356	0.001982243296343144	0.1056181840815464
0.4418656562865011	0.0006961577581597924	0.003456537070603014	0.004152694828762806	0.18065511540038837
0.20276511146367424	0.00043766109857820316	0.0027863887186441857	0.003224049817222389	0.24757848665586035
1.4455266085657914	0.0011788150751322476	0.008438191392717584	0.009617006467849831	0.2512459039430736
0.30046064405860146	0.001109738286802196	0.006099673021502993	0.0072094113083051884	0.19959971253312694
0.09965935691197975	0.0008354795032621783	0.004434207123328161	0.0052696866265903395	0.2560641612823808
0.3144229619416802	0.0009372432746097774	0.003278934717314104	0.004216177991923881	0.26453415286225757
1.4567467188622591	0.0012177123675894653	0.006125785661194205	0.00734349802878367	0.12710872422880684
0.9559085288963095	0.0008364547880779445	0.0033442760832996465	0.004180730871377591	0.14326675119767782
0.07577244748533428	0.0006937127544433868	0.002512953086355358	0.0032066658407987445	0.28176809559957416
0.20654543544194157	0.0005487973841720239	0.0012562238927936503	0.0018050212769656743	0.29474935675627717
0.1290491530643517	0.0006949950230591017	0.0025655532663076313	0.003260548289366733	0.29192251235295336
0.6023378672707123	0.0005556379612363677	0.003208662593833809	0.003764300555070177	0.1445440145041604
0.4871251710756535	0.0010144537753030718	0.003956026879827524	0.004970480655130596	0.19701222535748147
1.0480214311958407	0.0014728376387132109	0.007240180321740756	0.008713017960453966	0.32041922111111276
0.3053465821628613	0.0009339262195678538	0.004553132104094131	0.005487058323661986	0.1663413997390123
0.8989259783882512	0.0027728651314216663	0.028545059788490878	0.031317924919912546	0.3016363592596023
0.46653914268892066	0.0005538992919269238	0.003776884174197278	0.004330783466124202	0.15912572986024914
0.03804471760312338	0.0004840102190288663	0.00410058636622461	0.004584596585253477	0.19002374200319
0.03753009822250053	0.0008733743441956698	0.002877546607204176	0.003750920951399846	0.2881294918989307
0.26434675074595737	0.00037540858728771936	0.001468993549536862	0.0018444021368245814	0.14133301690991718
1.5938434614357635	0.0006722510551549372	0.0031467578164052143	0.0038190088715601513	0.09931927514637173
0.3728698946924322	0.0002019573069751066	0.0007017160666084213	0.0009036733735835278	0.07260369500947815
0.02071031029462864	0.0004889436931944137	0.0016197090119576983	0.002108652705152112	0.21884264526142616
0.21773531694131443	0.0002590861771443226	0.0011775626898952887	0.0014366488670396113	0.07695107133762595
0.4189418065872335	0.0008359820873594394	0.006904554661589752	0.007740536748949192	0.21088667537073716
0.27079729446609674	0.001895758081552284	0.018352119111887718	0.02024787719344	0.47633989058465626
0.2198227291979722	0.0005768768935195448	0.00375521057458674	0.004332087468106285	0.2315065490138007
0.479157901724979	0.0010295367315624987	0.006854937386171493	0.007884474117733992	0.10282876393331743
0.47557282191657896	0.0003720208988050995	0.0021313885230438883	0.002503409421848988	0.11513800957839328
0.07279297504473393	0.0005860293574312899	0.0024362451697593247	0.0030222745271906147	0.22157002160945638
0.07234518437790871	0.0010580807916161367	0.005679526299546642	0.006737607091162778	0.30962277436124075
0.8478229851498376	0.0020505050834343933	0.010131511316563868	0.01218201639999826	0.29644775390221495
0.08240230630727698	0.0004295436862397364	0.0022132255141027813	0.002642769200342518	0.1801005663336055
0.021691424263042058	0.00031716044875054874	0.0014441468784365885	0.0017613073271871373	0.17453712864290358
0.03237801810460694	0.0002913846762380412	0.0013696285985021364	0.0016610132747401777	0.1537779555126309
0.3467360326356863	0.0005529783405270776	0.0025217170663432743	0.0030746954068703518	0.17321200100396075
1.1304958521301938	0.002046802261139437	0.009021582862805952	0.011068385123945389	0.1870346537210143
0.11201555700663754	0.0005841602879236376	0.0035618270806438293	0.004145987368567467	0.19621059885497705
1.2273603635740111	0.001945117273244922	0.014140996844315204	0.016086114117560127	0.2659896155852919
0.027258863049397616	0.0009448037694350629	0.002940236502492817	0.00388504027192788	0.2919686241843676
0.2620734771316393	0.0002965653674460252	0.0014494443864888009	0.001746009753934826	0.07826356974288909
0.1373331591271532	0.0004238576942636953	0.002626768009354041	0.003050625703617736	0.24125564102812
0.6459972083680243	0.00022169935364968422	0.00025930079413720707	0.0004810001477868913	0.0737162473015536
0.07669918131228645	0.0006868395773294909	0.0040185347581728325	0.004705374335502323	0.23476779900402023
1.0742724905595546	0.001756463503157858	0.01009234235702705	0.011848805860184908	0.1678671924162736
0.3303474133996778	0.0003692743446303372	0.0012669628924502632	0.0016362372370806004	0.13522305928153594
0.030859757917403596	0.001128420831866331	0.004066391630915279	0.00519481246278161	0.4089891293304887
0.04822084383427019	0.0009705849752891624	0.003928670004911741	0.0048992549802009035	0.39944493357919275
0.91723760742713	0.001262119068420984	0.006801408104806986	0.00806352717322797	0.1605210478824216
0.028153233675187832	0.00028694291948657097	0.0010858587505053008	0.0013728016699918718	0.09671384415161868
0.8142694808145055	0.0009913050234503023	0.0037948549515128597	0.004786159974963162	0.12254851529983546
0.45570117337262894	0.0006130004650940403	0.0028594753130691424	0.003472475778163183	0.1319345204457168
0.02401535204638004	0.0003257451284659286	0.0018428916678620017	0.0021686367963279305	0.09291160146722745
0.05908913826792825	0.0004283619344434737	0.0018784012718366	0.0023067632062800736	0.15469727403156383
