ID	Invasion	Fractional Area	K14 Sum Peripheral Pixels	K14 Sum Central Pixels	K14 Total Sum	K14 Total Mean	K14 Peripheral Mean	K14 Central Mean
0	0.6378810329135739	0.0242726113944	0.00040077685918082597	0.003276019729549989	0.003676796588730815	0.15147923431031185	0.06344219889951815	0.18245302673714264
1	0.7567896910502473	0.0166398802926	0.0001313211496081474	0.00033498452584314597	0.00046630567545129334	0.028023379210135344	0.02548597820413457	0.029161552451157764
2	0.28755508071421354	0.0180995067613	6.449919803878102e-05	0.00018094114169720204	0.0002454403397359831	0.013560609301323774	0.012686453515866083	0.013902073497059032
3	0.34394191343200925	0.0266321214808	0.00018318239510390721	0.0015457177661576712	0.0017289001612615785	0.06491785352159801	0.03234586556335072	0.07371484058951143
4	0.13431511424695716	0.0110369097761	9.169035603600784e-05	0.00023864051273357937	0.0003303308687695872	0.029929652001398098	0.027222719610262864	0.031118550401190288
5	1.417387664841964	0.127636610508	0.0008053923741964088	0.020380157327839137	0.021185549702035546	0.1659833304705793	0.04546734454438796	0.18540399749100275
6	0.14353346277302453	0.0122693138994	4.983460908193914e-05	0.00022419869078201	0.0002740332998639491	0.022334851167049172	0.014893841594608858	0.02512501312923275
7	1.150314888588327	0.0379821547329	0.00038487890168259725	0.0016358025697532394	0.0020206814714358364	0.053200811950956786	0.035396304291339366	0.06034227040504436
8	0.8970193385125959	0.0452872145866	0.00041279812745315374	0.002454854364711968	0.0028676524921651216	0.06332145879017632	0.043491887668139294	0.06857933450512887
9	1.0995052432075674	0.0258984981157	0.00019141934095739827	0.0004542898405205576	0.0006457091814779559	0.024932302197326704	0.024587795609434377	0.025080371384412565
10	0.10586335500484095	0.0224548326313	0.0010133209235811372	0.013370293639512998	0.014383614563094137	0.640557638493171	0.22629161813240148	0.7437489893838075
11	0.1744060353535061	0.0234232986034	0.0002110065373966035	0.00641878675655587	0.006629793293952474	0.28304268353502526	0.0439146708279621	0.3447554345447064
13	0.5404492032901299	0.0820709099978	0.0021854122384932693	0.0201372054585523	0.022322617697045567	0.27199183849245145	0.19996743626456667	0.2830562230247764
15	0.3849515487183696	0.0767963034804	0.0009497834270041424	0.00800204076310196	0.008951824190106102	0.11656582132749363	0.08702198492853187	0.12146017835958171
16	0.9400002815040064	0.029013799601	0.0003244030930927015	0.0020112437570905107	0.0023356468501832123	0.08050124017899027	0.04018901072272369	0.09603938432799518
17	0.5588900428561949	0.0533258978054	0.0003764789555813458	0.002661842946001278	0.0030383219015826237	0.056976479095996846	0.03649307695143596	0.06188972423953877
18	2.9482653011469053	0.103793504766	0.0007123518327747858	0.0066464193192240315	0.007358771151998818	0.07089818547490011	0.033785455304476894	0.08035914647284804
19	0.6680551600989179	0.0237793726446	0.00011737919508304319	0.0003797525438905334	0.0004971317389735766	0.020906007336804092	0.018443367332782682	0.021805974468231144
20	0.837054041412331	0.00964725116382	6.148369345521405e-05	9.140510560242718e-05	0.00015288879905764124	0.015847913199460457	0.014792156862745097	0.01664712314398381
21	0.1741569994382197	0.0175037408557	0.0003183096004972594	0.0024467315190319088	0.0027650411195291684	0.15796858182066512	0.07752425755184814	0.1826218139789525
22	0.545590696119796	0.0146766238085	0.00025331053503201324	0.001260415715831888	0.0015137262508639012	0.103138587635564	0.057556874473384506	0.12266131558805685
23	1.2925524707678577	0.146887469519	0.002858399511433924	0.03701138230730111	0.03986978181873503	0.2714307894969245	0.12752370078950112	0.2973451020332665
24	0.5321872746521255	0.00889145976502	0.00017405981457091816	0.00023547287458543603	0.0004095326891563542	0.04605910615122559	0.046999405822935235	0.04538787607445168
25	0.559725969006527	0.0123503657726	9.430107667096987e-05	0.00020523089528429417	0.00029953197195526406	0.024252882665294073	0.023616497258167668	0.024556938159879336
26	0.4712512420355383	0.0101536521836	0.0001927342096226653	0.00038942117525351974	0.000582155384876185	0.05733458014439998	0.047179190482365574	0.06417091950935624
27	1.6889666234951826	0.211011970738	0.003134418697649754	0.044934810767579034	0.048069229465228784	0.22780332934224248	0.12510288601297792	0.24164055104706086
28	0.4363449781218991	0.0155626524052	0.00046389598845523577	0.00112621761185077	0.0015901136003060058	0.1021749737063755	0.10005126807932198	0.10307618862914174
29	0.14904320867524581	0.00447655730437	0.00029985797245078477	0.00034104813505983196	0.0006409061075106167	0.14316941880435247	0.14972361826086367	0.13786328869268236
30	0.12145318104775563	0.0137414098869	0.0001436140849600758	0.00136519770843385	0.001508811793393926	0.10980036297640654	0.04046648524723182	0.13394210535434184
31	0.6436800125026977	0.0620116105076	0.0004091061718413812	0.009033601414407483	0.009442707586248865	0.15227321962690007	0.04154435041691668	0.17317641850897067
32	0.40964712722085384	0.012069108845	0.00029588619974702364	0.0005399193040106754	0.0008358055037576991	0.06925163361177326	0.06084296966649908	0.07492639047543648
33	1.510469439054308	0.0633389215252	0.0008074162939394335	0.0033525918126062217	0.004160008106545655	0.06567854340388692	0.06644556003805091	0.06549645869986917
34	0.5829678082405999	0.0849271225892	0.001324931213895445	0.04112537001056241	0.04245030122445786	0.4998438653076775	0.11631482733578745	0.5592532723916596
35	0.6878935124045589	0.0119014630902	7.681930009866948e-05	0.00015272036546828884	0.00022953966556695833	0.019286676253737815	0.017186949175206353	0.020549487505665952
36	2.2147522481771764	0.024110507648	0.00020488044475160935	0.0011513631167386041	0.0013562435614902135	0.05625114084249951	0.022398441351699723	0.07694517066085693
37	0.37982125839918257	0.0194261250277	0.00010499660959484659	0.000310773555709138	0.00041577016530398457	0.021402629948634472	0.019612410181463893	0.022083678405890268
38	0.9363088090231808	0.0109350753713	0.0001409680476047657	0.00020194100695033055	0.00034290905455509625	0.031358636581018215	0.02996468798092054	0.03241114991693809
39	0.0486615219438124	0.173885363556	0.0011789644920260278	0.029168109218859345	0.030347073710885374	0.1745234509122744	0.09500160899460823	0.18063497839749734
40	0.11472066310202125	0.0181784803813	0.00048616725564089525	0.009393106610855382	0.009879273866496277	0.543459830485298	0.12131238666598877	0.6628440191094036
41	0.9701423341686207	0.0646496065174	0.00043532476169363775	0.0031668394469292925	0.0036021642086229303	0.05571826964876153	0.03591678097850937	0.060287181062568376
42	1.1961887181038033	0.0286397140324	0.0003524527190614663	0.0020186222349724637	0.0023710749540339303	0.08278975660701124	0.041346814223454514	0.10035201875632645
43	0.12992961227511246	0.023352637996	0.00026425871833991854	0.003478517654013501	0.003742776372353419	0.16027210172113937	0.05631277606997922	0.1864163128869011
44	0.3177478733009483	0.00832478940368	0.00011284778819530472	0.0004398806186185403	0.000552728406813845	0.06639548221718579	0.03907364816879018	0.08090933621154883
45	0.6764350507552819	0.0122180503214	7.315179452406101e-05	0.00015804775689925716	0.00023119955142331816	0.01892278598801317	0.01641730075114623	0.02036100830336597
46	0.12266002641289207	0.00831994014631	4.7859589413242575e-05	0.00011514880835952204	0.00016300839777276462	0.01959249644903757	0.017424028880152313	0.020661231552907056
47	0.2387330546260021	0.00171871536245	2.1505166021185686e-05	1.1092166860093627e-05	3.259733288127931e-05	0.018966103168393516	0.018058834935952277	0.021012814574648757
48	0.9008651879555728	0.117738583463	0.0007724147074036886	0.01813019699123276	0.018902611698636447	0.16054730015189453	0.052295674613356435	0.17607528381751728
49	0.7097823506058863	0.0240412325427	0.001394535036359922	0.009798993527803496	0.011193528564163417	0.46559711713177665	0.22022089658530516	0.5533404974867935
50	2.2616118482533993	0.349627299933	0.0031465920994866578	0.05471690660303137	0.05786349870251803	0.16550051644572517	0.09505228785525008	0.1728683871142721
51	0.6827843207560598	0.0493259532254	0.0009355344886790895	0.004721802043805773	0.005657336532484862	0.11469289821176845	0.08877031125340427	0.12173630445212555
52	2.791666187169132	0.141395339171	0.0018008457539522126	0.030480902347638235	0.03228174810159045	0.2283084314580482	0.0744432091278665	0.26006603436944176
53	0.6383424595408715	0.00734662491687	9.993273523109088e-05	0.00012367643798818573	0.00022360917321927662	0.03043699327915985	0.029379817099956074	0.03134844807106337
54	1.123131008921115	0.0258860285968	0.00036334928562424746	0.0021058165008410812	0.002469165786465329	0.09538604105436432	0.051705634935362156	0.11166249991896991
55	0.5694982882805573	0.0209494845932	0.00015263071533202065	0.0008110674994892659	0.0009636982148212865	0.04600104649511668	0.025757013116212115	0.053985897397645824
56	0.26742854695915963	0.00430614054533	5.2325796201876895e-05	5.352384802291566e-05	0.00010584964422479255	0.024581093698740758	0.024155207333972924	0.025012219196516416
57	1.5389585165242952	0.0725365772556	0.001779824155332716	0.01980018071294135	0.021580004868274067	0.29750514409071876	0.1216194918203968	0.3419589732690272
58	1.985024120438341	0.198316614941	0.0034198973315772772	0.02592397505444208	0.02934387238601936	0.14796477034822117	0.11959326040064999	0.15274506202407492
59	0.20877569769434734	0.0126932775438	8.415159457709042e-05	0.0005403295213008724	0.0006244811158779628	0.049197783135521304	0.023306697966984185	0.059490234962110845
60	0.7138161424236853	0.0133125969851	0.00014633075575608208	0.00042674551531984996	0.000573076271075932	0.04304766918996354	0.032422313514814984	0.04849753474055344
61	0.6604969919516529	0.0177600587453	0.00012200840211943789	0.0002819632619174914	0.0004039716640369293	0.022746077016444523	0.01896431233201798	0.024894165617317263
