Invasion	Fractional Area	K14 Sum Peripheral Pixels	K14 Sum Central Pixels	K14 Total Sum	K14 Mean
1.4104901202231548	0.0570189536688	0.0010837506139676	0.006028042562624695	0.007111793176592295	0.12472682711613099
0.12253682113898347	0.0649080026602	0.00048421668600936275	0.003754390140006346	0.004238606826015709	0.06530176021911496
1.2862224909604871	0.0435484094436	0.0015819092545020668	0.004933965882961476	0.006515875137463542	0.14962372267361362
0.07049659367583183	0.0298561848814	0.0006109928453757916	0.0038799356475021844	0.004490928492877976	0.15041869919808845
0.8207976881229786	0.0364581024163	0.0010652989859211252	0.006284398485619031	0.007349697471540156	0.20159297891080125
0.2635574262059834	0.0264284526712	0.0011023652422618348	0.005131962283916005	0.00623432752617784	0.23589453396037316
0.23943085469977138	0.033041454223	0.001979181608356045	0.009723426612941784	0.01170260822129783	0.3541795752182121
0.2519706428632483	0.0117830026602	0.00014160918191262318	0.0005551380938099026	0.0006967472757225258	0.059131555497147416
0.5127885876478703	0.0139062846376	0.0005359665480024863	0.000986395999321919	0.0015223625473244052	0.10947298915580977
2.2366641030969556	0.138435906673	0.003957684049013088	0.02574939363907833	0.02970707768809142	0.21459084136569534
0.3423663951857571	0.0175023553536	0.001209271671426274	0.005214557226126983	0.006423828897553258	0.3670265383018436
0.17807867220156517	0.0238036189315	0.0007892526329973355	0.005118313729836869	0.005907566362834205	0.24817933692495653
0.5357680980080012	0.0302032531589	0.0009624050795223875	0.004363266698832049	0.005325671778354436	0.176327753514764
1.5180825861310818	0.0636908390601	0.001855113969773234	0.008649551097317668	0.010504665067090902	0.16493211931440477
0.807094231090808	0.035290124141	0.000885569479398942	0.003420994866578864	0.004306564345977806	0.12203313110411611
1.14143483328816	0.10263176125	0.001636954438170746	0.014329944014848236	0.015966898453018984	0.1555746316589288
0.5681695973948209	0.0383153679894	0.0006508790060027558	0.003320727980839864	0.00397160698684262	0.10365571819499646
2.871143544762091	0.0465320882288	0.0010717755290988043	0.003991158866561477	0.005062934395660281	0.10880522642286033
1.3025139246198316	0.0293740301485	0.0008339962010075588	0.0030819027344921564	0.003915898935499715	0.13331159924938799
0.5065351509710709	0.0123233484815	0.0006647611937703479	0.0020123983421788134	0.0026771595359491615	0.21724286544119026
0.4385277171786602	0.0125207825316	0.0006418053255440948	0.0020808530128965798	0.0027226583384406746	0.21745113227320362
0.8747255531852846	0.0433800709377	0.0020819532645689623	0.006062272614654374	0.008144225879223336	0.18774118398557124
0.17964718418492515	0.0113839780536	0.0005041597663228448	0.0014909551162517766	0.0019951148825746215	0.17525638868703936
0.30281466448257804	0.0158245123033	0.0006281296047569992	0.0019830229808615978	0.002611152585618597	0.1650068283672091
1.3532744364912583	0.0272313511417	0.0010560595885439079	0.002941133003855499	0.003997192592399407	0.14678642170954215
1.8195964986768232	0.0400486311239	0.0011245848927023702	0.004328493312643168	0.005453078205345538	0.13616141306983778
1.0374285201437008	0.0162470904456	0.0009254502066843142	0.0015929009045427083	0.0025183511112270222	0.15500320624561598
0.16641440191381895	0.0204458545777	0.0008225454336023924	0.0036799832435745303	0.004502528677176923	0.22021719170828866
0.33879736147600814	0.0194870871204	0.0005936496190140875	0.0023002105963201066	0.002893860215334194	0.14850142545464684
0.8069276306967148	0.0331606074041	0.0009533069490265625	0.005463287454196931	0.006416594403223493	0.1935005087520092
0.4991347754524114	0.0175840999778	0.001127893797731906	0.004054571396281855	0.0051824651940137615	0.2947245068298761
0.6390004735172872	0.0326916149413	0.0014628674568918677	0.008721200572891538	0.010184068029783406	0.31151927024968623
0.702990747232833	0.0160399578807	0.0004968872386019361	0.001878048104633119	0.002374935343235055	0.14806368949929458
0.6233719006185529	0.0191074595433	0.0009784823372931527	0.004126275205271646	0.005104757542564798	0.2671604527533586
0.14691118626392444	0.0178334903569	0.0004177533349850692	0.0019930094627077168	0.002410762797692786	0.13518177033467313
0.2616754953078191	0.0467066614941	0.0011678804751783223	0.010145238654096087	0.01131311912927441	0.2422163941367832
0.5202686035914635	0.0217482265573	0.0013455697619327049	0.004411631589013349	0.0057572013509460535	0.26472049735993014
0.6990458882606425	0.0288246785635	0.0005638830571022468	0.0035311069672825904	0.004094990024384837	0.14206541853925833
0.07372137903306414	0.0105471347816	0.0002955520492391148	0.00105005846275553	0.001345610511994645	0.12758066904922888
0.5690867356172801	0.0351966027488	0.001335284446299025	0.006394526886347534	0.007729811332646559	0.21961810882165766
0.714440023156892	0.0118682110397	0.00027157471279356344	0.0007875818804577916	0.001059156593251355	0.08924315465154074
1.0266165632495157	0.0272251163822	0.001002878041041289	0.004283665527838269	0.005286543568879558	0.19417891533203613
0.5022344947507452	0.0116915595212	0.0003701545459682432	0.0014564968638752331	0.0018266514098434763	0.15623676264367214
1.1907726693660317	0.039186156063	0.000828883426569475	0.0029294649027866524	0.0037583483293561273	0.09591010466344017
0.24398937011934613	0.0107452615828	0.0004822009162787261	0.001295395569001265	0.0017775964852799909	0.16543073163763602
0.30387327824681043	0.0178134005764	0.0005086178230990911	0.0018466162235233265	0.0023552340466224176	0.13221698106013816
0.33284159154628884	0.0231392706717	0.0007044707707955716	0.003574641616788591	0.0042791123875841625	0.18492857654408387
0.4480592737287949	0.0277703114609	0.0007286301241844554	0.0049321484301989476	0.005660778554383403	0.20384281834069723
0.1427949339059291	0.0110888661051	0.00025481557065300074	0.000840108710298573	0.0010949242809515738	0.09874086949704602
3.1214546189462262	0.136649994458	0.0049418985616858134	0.02424621893758612	0.029188117499271932	0.21359764861347896
0.6481329937482325	0.0264339946797	0.0008880606665188798	0.0036605481806999012	0.004548608847218781	0.17207421361542155
1.2423466276617288	0.0464073930392	0.0021033823638078597	0.01041754143466298	0.01252092379847084	0.26980450696475033
0.08586724163257838	0.0158965584128	0.00041096165799505346	0.002226393217451024	0.0026373548754460773	0.16590728678275685
0.7863758874868418	0.0614186156063	0.0029528282716323063	0.01375261887064735	0.016705447142279655	0.27199322188185665
0.9333215555877651	0.0819469075593	0.0018960487653274566	0.01336466741429447	0.015260716179621926	0.1862268709600636
1.2551136748896592	0.0544183662159	0.002339808789842694	0.0150674114691321	0.017407220258974794	0.31987767126098343
0.20763764716053404	0.016514492352	0.0004498752504770474	0.002549416241779354	0.0029992914922564017	0.18161572443902685
0.07130967011194896	0.0191601086234	0.0015312487774981419	0.0067468437718692	0.008278092549367342	0.4320483099596047
0.8620243909026053	0.0467025049878	0.0016060984912697068	0.0067847223127779155	0.008390820804047622	0.17966532643673347
0.8190739593030464	0.0406312347595	0.0015502872064365539	0.006847246491148	0.008397533697584553	0.20667680289056223
1.293804871710008	0.0480533695411	0.0015432999291492256	0.007942586422731362	0.009485886351880588	0.197403146594393
1.3538126120858656	0.0391030259366	0.0012498098330442796	0.004184555943858368	0.005434365776902647	0.13897558172898897
0.5228662512558813	0.0246487752161	0.0011185158501440923	0.0024207519962097007	0.003539267846353793	0.14358798014582577
1.0342032257068452	0.0304297827533	0.0007937595898479099	0.004434169089937017	0.005227928679784927	0.17180302344495602
0.8158821947443563	0.0467364497894	0.001210170889459752	0.006833983704321897	0.008044154593781648	0.17211736514067572
0.026086894531196825	0.0155564176458	0.0003708445803504288	0.0017605303593394796	0.0021313749396899085	0.13700936733795763
1.3622675262506978	0.0532961095101	0.0016380166564519845	0.00738924404831762	0.009027260704769604	0.16937935597458886
0.03561658089510638	0.0139291454223	0.000928843328508526	0.0032678941671991342	0.0041967374957076605	0.3012918142837778
0.21906074950108384	0.00768191642651	0.0002654078700866292	0.001141395651588057	0.0014068035216746862	0.18313184413453362
0.2810430630453357	0.0222851086234	0.0007828005398568205	0.0035065156632371414	0.004289316203093962	0.19247454771644118
1.051109092647691	0.0310130791399	0.0009379849257370871	0.0035714549619448757	0.004509439887681962	0.14540445556349774
0.8406358811970988	0.033263827311	0.0012997232255793029	0.006402179747979884	0.0077019029735591864	0.2315398917131882
1.512320936184077	0.0578405564176	0.0017800414889963965	0.008600930840081544	0.01038097232907794	0.1794756650354587
0.28775142066097054	0.0204042895145	0.0005628126888086204	0.0021543145078913853	0.002717127196700006	0.1331645090982682
0.39519746106653153	0.0274481822212	0.0008431894149812441	0.004607087902773612	0.005450277317754856	0.1985660570825675
2.753712782156718	0.077680946575	0.0026648204171937006	0.00841448844002243	0.01107930885721613	0.1426258219769974
0.40483917463073027	0.0189321935269	0.0007189777928462451	0.004601893628211649	0.005320871421057893	0.281048860687383
0.20233836981418946	0.00850213367324	0.0005462572969777581	0.0015592277700262104	0.0021054850670039686	0.24764196235000152
0.7029895240498729	0.0839073930392	0.001379813397316364	0.012672008728119933	0.014051822125436297	0.1674682243895395
0.8093480339162543	0.0208060851252	0.0007711460221419536	0.0037545422735709225	0.004525688295712876	0.21751753241750854
0.79227240532427	0.0502583961428	0.001200640808307362	0.00968363010245109	0.010884270910758451	0.21656622069357315
1.830250819604366	0.0453204666371	0.0016463215190753756	0.008135255432254924	0.0097815769513303	0.21583133796157675
0.19372692410460668	0.00977194635336	0.0008770391330994823	0.0026714816939855082	0.0035485208270849907	0.36313347400494295
0.20794767224355656	0.0146267457327	0.0008829424587392039	0.003474168264069095	0.004357110722808298	0.2978865430798634
0.044653378970598775	0.00832271115052	0.0006957991576147195	0.0028870196382698504	0.00358281879588457	0.4304869808752534
0.08415155469399573	0.0148816781202	0.0005797538478925154	0.0022153336506404823	0.002795087498532998	0.18782071994611083
1.0133426416273754	0.049660551984	0.0021778191436184315	0.013288692998813358	0.01546651214243179	0.31144462807023876
1.4410202332617592	0.0461399911328	0.0009379007089424109	0.0038367324318332964	0.004774633140775707	0.10348144903267895
0.7874062893941087	0.0325634559965	0.0013246242300954964	0.0034918619409634835	0.00481648617105898	0.14791077985038206
2.1828014954628894	0.100981628242	0.0025651022989554946	0.014307675464333373	0.016872777763288868	0.16708759857625932
0.3941272328258032	0.0179138494791	0.0006794909828262939	0.002182298933761046	0.00286178991658734	0.159752928589356
0.4200742086238148	0.0231441199291	0.0004494079831001343	0.0020319176218481184	0.002481325604948253	0.1072119230523183
0.25726126697765583	0.0122367545999	0.0002372794606647802	0.0007683315511972912	0.0010056110118620714	0.08217955207445297
0.6090514764260627	0.0480928563511	0.001507111157475626	0.0065373341200811955	0.008044445277556822	0.16726902679312078
3.403605389360644	0.0812312957216	0.0021633175549093503	0.011160453097222042	0.013323770652131391	0.16402262864057093
0.13024108956444966	0.0120663378408	0.0004260255975589083	0.0018549047861219415	0.0022809303836808497	0.18903253114312668
1.1827342508745897	0.03539472955	0.0005485094170676473	0.0030101663254528148	0.003558675742520462	0.10054253239862872
0.9211235260101709	0.0579070605187	0.0014835576216742515	0.0074215914474856665	0.008905149069159918	0.1537834763047461
0.20995721048633256	0.0285122478386	0.001184655917343661	0.005224649658134147	0.006409305575477808	0.22479131115004922
0.2980094679020274	0.0133222954999	0.0004722796345317112	0.0023366112683157947	0.0028088909028475056	0.21084136009975724
0.39897202825231937	0.0441656506318	0.001049183694759216	0.004642822990424279	0.0056920066851834945	0.1288785878563867
0.09631084479315152	0.00860119707382	4.646865396568736e-05	0.00013537985577738077	0.00018184850974306815	0.021142232666262382
1.0060002614472043	0.0485133562403	0.000842705847579555	0.004874957076601423	0.005717662924180978	0.11785750084697595
1.8705461513006918	0.0297515794724	0.0013017688786886956	0.00365822271049852	0.004959991589187216	0.16671355528496823
1.0871459290244847	0.0144639492352	0.00047625412390626834	0.0014582762832466172	0.0019345304071528855	0.13374842345578491
1.791304458625985	0.0863915983152	0.0031538591938659747	0.017149837434419567	0.02030369662828554	0.2350193424388391
