ID	Invasion	Fractional Area	K14 Sum Peripheral Pixels	K14 Sum Central Pixels	K14 Total Sum	K14 Mean
0	0.6506938688997245	0.0615862613611	0.0029859933887099507	0.020508566206353968	0.023494559595063916	0.3814902719504467
1	0.24358760349161135	0.0208060851252	0.00024630152437831707	0.002380260017995227	0.0026265615423735444	0.12624006518103012
2	0.14314533202639154	0.0105589115495	0.0005019592629780797	0.0022776676620548464	0.002779626925032926	0.2632493805815201
3	0.133967034618041	0.0806043560186	0.0011830883982943655	0.018535670974219882	0.019718759372514248	0.2446363986576462
4	0.7617723158796907	0.157176208158	0.002789097239427804	0.05151818159096935	0.054307278830397154	0.34551844370658036
5	0.3228009485872237	0.0218188871647	0.00020602959649832002	0.0024475220702335466	0.002653551666731867	0.12161718637162763
6	0.8132379061864896	0.078635557526	0.0009324293339592543	0.014620413173028023	0.015552842506987278	0.19778383973224217
7	0.4523045041520112	0.063494097761	0.00047247251815822763	0.009238139558638796	0.009710612076797024	0.1529372401407238
8	0.14080985541162186	0.00536951341166	0.0001007640364946688	0.0002234624729962923	0.0003242265094909611	0.06038284750101821
9	1.09996137975966	0.102599201951	0.000991614723921047	0.010139188628233382	0.011130803352154429	0.10848820595596312
10	0.28956447361456467	0.0501288516959	0.000884241027379695	0.009705841602879236	0.01059008263025893	0.21125723554395087
11	0.5616932666493253	0.137121065174	0.0014392188376126333	0.02014327993445217	0.0215824987720648	0.15739739729030439
12	1.7837248381041135	0.0891459765019	0.0017489519084069008	0.008853738791016296	0.010602690699423196	0.11893627862384891
13	0.5709903132902228	0.0392755209488	0.0006276677707216781	0.003772491317520136	0.004400159088241814	0.11203311838890243
14	0.4970025086061505	0.0274364054533	0.0002535740520992259	0.0014947367219998173	0.0017483107740990432	0.06372229689754957
15	0.19104182800619696	0.0473834792729	0.0009320299833522413	0.009592678680871596	0.010524708664223836	0.2221176837523998
16	0.5208235433813371	0.0698757204611	0.000776937964279039	0.010490975762949826	0.011267913727228865	0.16125649442859818
17	0.20266662295465712	0.0227631068499	0.0005784172458608804	0.005823613085225223	0.006402030331086103	0.28124589377429055
18	0.5501664802746582	0.0214669696298	0.00020967808537735645	0.0020305946031704634	0.00224027268854782	0.10435905613051985
19	0.09525809245341213	0.0369437209045	0.001069515258996527	0.01585866628850609	0.01692818154750262	0.45821539176528686
20	0.2567830682496468	0.0228808745289	0.00028512818339483876	0.0023972582271658384	0.002682386410560677	0.11723268737692781
21	0.2966284441718674	0.0208469574374	0.00035421040506648235	0.0015511157910293356	0.0019053261960958181	0.09139588843213489
22	0.5417276230167158	0.0154919917978	0.00013705060831692464	0.0010939598628189914	0.0012310104711359161	0.07946108461718543
23	0.25890172256453997	0.00700509864775	0.0002215227700479438	0.000866093666462373	0.0010876164365103168	0.15526068813601387
24	0.4553505204643273	0.0101626579472	7.692796693050973e-05	0.0003673726750731328	0.00044430064200364253	0.04371894088241977
25	0.5844041220094884	0.0190007758812	0.00026031411234411745	0.00308002279830132	0.0033403369106454377	0.17580002687964494
26	0.8765814056878816	0.0108304699623	0.0001349995218659399	0.00021426382568101503	0.0003492633475469549	0.032248217183764895
27	0.8398640292805206	0.0412145311461	0.0004205542225757516	0.006392516549958489	0.006813070772534241	0.16530749187428356
28	0.5084640229939182	0.0109884172024	4.24615645415781e-05	0.00012195950204510978	0.00016442106658668787	0.014963125585627013
29	0.7539215219093693	0.0376787297717	0.0004933392665423519	0.004069333785387354	0.004562673051929706	0.12109413134623219
30	0.4292061765876355	0.0451521281312	0.001135315742346595	0.01279315322892624	0.013928468971272836	0.3084786819081863
31	0.9133096400135057	0.0611235036577	0.0007413713102177249	0.006340826454722878	0.007082197764940602	0.1158670125423261
