ID	Invasion	Fractional Area	K14 Sum Peripheral Pixels	K14 Sum Central Pixels	K14 Total Sum	K14 Total Mean	K14 Peripheral Mean	K14 Central Mean
0	0.6282476577228979	0.0156831910885	0.00022244915478938194	0.001916613963253224	0.002139063118042606	0.13639208410958356	0.048535339165896106	0.17266870050772604
1	1.1925462098275057	0.0257031423188	0.0001355618727207132	0.0008116923337723474	0.0009472542064930605	0.03685363426560825	0.018492371433547906	0.044179861907434066
2	0.6183845435017477	0.0605900853469	0.0009452465867748119	0.01389990317785283	0.014845149764627643	0.24500955361964824	0.09864678664988263	0.27250462760649885
3	0.07554469531276096	0.0329811848814	0.0006239567984143336	0.004608935238914896	0.00523289203732923	0.15866294847036255	0.11603892265486458	0.16696589946742366
4	1.8317014932101827	0.306278402793	0.0024811354379925326	0.029251323562011815	0.03173245900000435	0.10360658378329425	0.0697237312616995	0.10806081261016681
5	0.05006142090989868	0.0559839835957	0.0013696313151729323	0.014164520496737821	0.015534151811910753	0.27747492790270756	0.19471047824290244	0.2893683643850974
6	0.33466568496445714	0.0128228219907	0.0005619080374335503	0.0014052169859298186	0.0019671250233633687	0.15340812067668774	0.13813444996527222	0.16050473362315335
7	0.35060124557347283	0.015167784305	9.532526156106424e-05	0.0005614842367893733	0.0006568094983504375	0.0433029297583386	0.022972274051523783	0.050959680948770576
8	0.8442340708886276	0.105155453336	0.0005906585644676847	0.013562240014604822	0.014152898579072508	0.13459024834224503	0.04201584048590115	0.14887616600544754
9	0.3674386252479546	0.0241049656395	0.00023353045496629155	0.0007677827836964978	0.0010013132386627894	0.04153970819273795	0.04229154213435468	0.04131630210332036
10	0.14779568724875553	0.0129876967413	9.417610981435359e-05	0.0002611508469492874	0.00035532695676364096	0.0273587352585583	0.027738236694392102	0.027224414717139836
11	1.2220872297126675	0.159882093771	0.0009077619631315173	0.015822371566671448	0.016730133529802967	0.10464044556351872	0.04811355054230247	0.1122034496503285
12	0.4431968693446641	0.101501191532	0.0031079393074010804	0.04834698732075406	0.051454926628155144	0.506939138857585	0.27269466016408994	0.5365684081070132
13	0.16377348355492133	0.00995760363556	7.012813992810603e-05	0.00048279315051225546	0.0005529212904403615	0.05552754565023449	0.023740941029319795	0.0689338841372355
14	0.3119876616328185	0.0152827809798	0.00021526356053394534	0.0010133372236059133	0.0012286007841398586	0.08039117918143188	0.05269412496217751	0.09049570335434347
15	0.3225783299652053	0.0238181667036	0.00027446796719131014	0.0022506286376221957	0.002525096604813506	0.10601557358444513	0.05267216165913321	0.12095411209904662
