ID	Invasion	Fractional Area	K14 Sum Peripheral Pixels	K14 Sum Central Pixels	K14 Total Sum	K14 Total Mean	K14 Peripheral Mean	K14 Central Mean
0	1.357554331627616	0.0835693305254	0.0015865357448676656	0.016503402901839076	0.018089938646706744	0.21646623866649634	0.12625812219148644	0.23243077376323473
1	0.42251172788750374	0.0155003048105	0.00023140058506222264	0.0009213969338566728	0.0011527975189188954	0.07437257092781246	0.04886357117452013	0.08559462655002152
2	0.5487176945661788	0.0577685103081	0.0009830979609755674	0.018804572482950175	0.01978767044392574	0.3425338534502421	0.10777865638546753	0.3865510797116078
3	1.0420208972234395	0.28392748282	0.009439425847927289	0.11042081230630137	0.11986023815422867	0.42215088502126885	0.38371208921179356	0.425797263961469
4	1.775709758118942	0.16923700399	0.0037930755321414753	0.036421870177909335	0.04021494571005081	0.2376250155809222	0.1464671212090218	0.2540944452246619
5	0.44167664263209294	0.0237398858346	9.971540156741038e-05	0.00047232581793524325	0.0005720412195026536	0.024096207685560436	0.017752981804463275	0.026062144593321446
6	0.16203787802051742	0.013298049213	0.00028369106454375145	0.003024238680176127	0.0033079297447198785	0.24875300818389454	0.0807719379665081	0.30904353812882934
7	0.3612194662123185	0.0106226446464	0.00042455044531667686	0.00277435930035947	0.003198909745676147	0.30114061536966424	0.12125980586140274	0.38957618066681926
8	0.45221614328477583	0.0106129461317	7.185050921277401e-05	0.00038302613219972097	0.00045487664141249495	0.04286054369528491	0.020293024272906187	0.054158671990688724
9	0.1617788903099146	0.0103005154068	0.00012008499919586545	0.00043587896253602306	0.0005559639617318885	0.0539743828125103	0.03862413057914788	0.06061073114343512
10	1.0166123581785786	0.0748538295278	0.001232675790333868	0.010020698314794772	0.01125337410512864	0.15033798773042206	0.0860482691069561	0.16555357922691588
11	0.6942194928067885	0.0244852859676	0.0002253342591747406	0.002263225840103277	0.0024885600992780176	0.10163492076700534	0.03839406395230425	0.12157227569329372
12	5.346658287866441	0.102220267125	0.002034666892693677	0.009581075779901853	0.01161574267259553	0.11363443864232194	0.07318007606680395	0.1287489947106172
13	0.3859234945287374	0.043357210153	0.0005110845601818648	0.00757173097569775	0.008082815535879615	0.1864237921989062	0.06922781123334198	0.21047458305486647
15	0.7583902753728258	0.0365093659942	0.0003870250716114422	0.0026962115482415533	0.0030832366198529954	0.08445056592710326	0.049638243569306885	0.09390390846424705
16	0.27162128160152316	0.0133354577699	0.00011584970942489166	0.0005066618201259666	0.0006225115295508582	0.046680926916221034	0.03134608670084716	0.05256029253239205
17	1.0457856723186758	0.0600047107072	0.0039197321579928805	0.02128090213030457	0.02520063428829745	0.4199775982803013	0.3486482078196982	0.436423416203345
