filename	area	circularity	circumference	imgmode	power	pxlincnt	pxlinmad	pxlinmean	pxlinmedian	pxlinsd	pxltotcnt	pxltotmad	pxltotmean	pxltotmedian	pxltotsd	scaleval	scalex	scaley
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/101.txt	3222.176183372656	0.7882397724854935	226.64722258118115	RGB	0.009805951500120879	3335	14.82602218505602	58.30564717641179	60.666666666666664	14.9297695031798	2887040	14.82602218505602	32.46546774551097	13.0	31.355944674191115	1.0	1	1
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/102.txt	18264.665985918866	0.35996722295599254	798.508089896769	RGB	0.10856302896719165	18602	10.378215529539215	64.4891588718059	69.66666666666667	19.694196350312797	2887040	23.227434756587765	34.501688234316084	20.0	28.672851289019064	1.0	1	1
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/103.txt	11148.177009402443	0.2269035413900417	785.7533165893313	RGB	0.1917580843035686	11445	10.378215529539224	62.17655453618755	68.66666666666667	21.27068929280771	2887040	29.652044370112037	35.75975381936747	25.666666666666668	26.85326884200915	1.0	1	1
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/104.txt	5409.254220414929	0.32226127697751206	459.2715743135813	RGB	0.1477874988205508	5584	20.75643105907843	49.59198901623687	51.666666666666664	19.418791841293633	2887040	28.16944215160644	31.796845788997274	25.0	24.23244292199024	1.0	1	1
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/105.txt	32432.76924067478	0.13103781473366982	1763.5940587320729	RGB	0.15532938883472588	33139	11.860817748044816	52.347355080117076	53.666666666666664	14.675005123472586	2887040	35.088252504632585	31.60505015517622	28.666666666666668	25.13092603471191	1.0	1	1
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/11.txt	8963.763647840824	0.6822299057073349	406.3354881046016	RGB	0.010217176977959961	9182	11.860817748044814	24.957452987729614	16.333333333333332	24.429705849667258	2887040	7.41301109252801	26.146213307285887	10.0	28.451670626591945	1.0	1	1
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/12.txt	11364.940279265324	0.5085881472118483	529.914000262479	RGB	0.048617757119656595	11577	16.308624403561623	41.699116063459165	42.333333333333336	16.287089718349595	2887040	18.285427361569095	26.2109555115274	20.0	19.826243988493008	1.0	1	1
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/13.txt	23969.993992058815	0.25562784095318863	1085.512474426184	RGB	0.09237590105646146	24495	51.89107764769608	41.447655984214464	45.666666666666664	33.679328197519055	2887040	16.308624403561623	32.944357080839424	17.0	27.92079929014392	1.0	1	1
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/14.txt	13243.662720290838	0.2920075636666093	754.9391321986113	RGB	0.060268320293902194	13615	8.895613311033623	57.75323785041008	58.666666666666664	9.789601056170127	2887040	8.895613311033612	31.752674480898538	12.0	29.284190206762208	1.0	1	1
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/15.txt	38735.39804301137	0.3088235647316437	1255.4624497657928	RGB	0.062063006664171055	39269	42.995464336662465	41.41307392599761	32.333333333333336	31.484534069290756	2887040	11.860817748044816	31.47022198052909	15.0	27.957893395279587	1.0	1	1
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/16.txt	14426.28308754327	0.46333462937222764	625.5107486141703	RGB	0.06209031173874193	14700	16.308624403561634	53.23600907029478	69.66666666666667	31.392598322278996	2887040	16.308624403561623	34.12466563215844	19.0	27.42005364168933	1.0	1	1
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/17.txt	17464.976959510233	0.16699042131444744	1146.418432857245	RGB	0.17411581259011674	17967	13.343419966550417	32.39891653216082	12.333333333333334	33.10916342620805	2887040	9.884014790037346	30.788097382324676	15.0	27.772544834741446	1.0	1	1
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/18.txt	10991.675899050733	0.33509992190105753	642.0217274936925	RGB	0.09996904280671108	11256	11.860817748044816	53.754353233830834	73.66666666666667	33.15837138626765	2887040	16.308624403561623	33.510145108253894	18.0	27.19555202408258	1.0	1	1
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/19.txt	4624.5723012232775	0.5360688937266241	329.2535113186303	RGB	0.0562761329141573	4746	40.03025989965126	45.57929484478157	49.666666666666664	29.06193160354805	2887040	13.343419966550417	33.352732902904016	15.0	28.71509873278492	1.0	1	1
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/2.txt	16328.483484288568	0.20143656117747175	1009.2731233601878	RGB	0.08362917979325604	16745	35.58245324413445	39.702498258186516	38.666666666666664	26.85688854199669	2887040	26.19263919359897	25.352992453631835	22.666666666666668	20.384128353532315	1.0	1	1
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/20.txt	4690.408309782033	0.5713621266094452	321.1844660611482	RGB	0.03960606180330902	4865	37.06505546264006	45.03706748886606	47.666666666666664	27.40774755015232	2887040	11.860817748044816	32.07576225707529	15.0	28.553356695259083	1.0	1	1
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/21.txt	16291.158001141754	0.2403191793597434	922.968105756706	RGB	0.07740341183267856	16676	23.72163549608963	34.25639641800591	26.333333333333332	25.94218994136085	2887040	16.308624403561623	33.0083733974359	22.0	25.40389858283419	1.0	1	1
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/22.txt	4258.705557532783	0.630596590565893	291.3184094206281	RGB	0.015338010308860353	4396	5.930408874022408	68.11275401880498	69.66666666666667	13.122196591306835	2887040	11.860817748044816	31.182011795241277	16.0	27.25162631176254	1.0	1	1
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/23.txt	5912.324656166231	0.48863705443818073	389.93378940691986	RGB	0.02082783490060542	6062	16.308624403561623	51.149070713735846	71.66666666666667	34.43755199097135	2887040	14.82602218505602	31.75158189702949	18.0	27.321423874124466	1.0	1	1
/Users/ytsehay/work/data_2/XY/2_SmallOrgs_Day5/24.txt	10207.717959958725	0.25140669578182306	714.300317056258	RGB	0.10331283273408515	10470	22.23903327758403	53.09191340337471	51.666666666666664	22.80204784086658	2887040	20.75643105907843	36.378141164191256	25.0	25.52277917866931	1.0	1	1
